ln_seq_number,Ln,credit_score,first_time_homebuyer_flag,mi_percent,unit_cnt,occupancy_status,orig_cltv,orig_debt_to_inc,orig_ltv,orig_int_rate,property_st,property_type,ln_purpose,curr_ln_delq_stas
F112Q2011484,1795,730,Y,0,1,P,75,22,75,4,KY,SF,P,0
F112Q2012463,1796,795,N,0,1,P,57,19,57,4,MA,SF,N,0
F112Q2010466,1797,709,N,0,1,P,72,40,72,4,CA,SF,N,0
F112Q2009733,1798,781,N,0,1,P,62,24,62,4,NY,SF,N,0
F112Q2011117,1799,800,N,0,1,P,80,14,80,4,GA,SF,N,0
F112Q2008673,1800,802,N,0,1,P,90,22,80,4,UT,SF,P,0
F112Q2012687,1801,789,N,0,1,P,80,33,80,4,NC,PU,P,0
F112Q2011832,1802,710,N,0,1,P,80,18,80,4,CT,SF,P,0
F112Q2008051,1803,722,N,0,1,P,54,39,54,4,VA,SF,N,0
F112Q2010433,1804,768,Y,0,1,P,80,27,80,4,KS,SF,P,0
F112Q2008627,1805,810,N,0,1,P,60,17,60,4,OR,SF,C,0
F112Q2009415,1806,763,N,30,1,P,95,32,95,4,KS,PU,P,0
F112Q2010049,1807,812,N,0,1,P,56,50,56,4,CA,PU,P,0
F112Q2011794,1808,767,N,0,1,P,81,34,60,4,CA,SF,N,0
F112Q2009583,1809,724,N,0,1,P,68,43,46,4,CA,PU,N,0
F112Q2010795,1810,773,N,0,1,P,67,20,67,5,IN,SF,C,0
F112Q2009229,1811,785,N,0,1,P,80,17,80,4,NC,SF,C,0
F112Q2010819,1812,776,N,0,1,P,80,17,80,4,OH,SF,C,0
F112Q2010391,1813,766,Y,0,1,P,80,16,80,4,WA,SF,P,0
F112Q2010145,1814,762,N,0,1,P,78,28,78,4,TX,SF,N,0
F112Q2009828,1815,790,N,0,1,P,58,23,58,4,WI,SF,C,0
F112Q2012807,1816,816,Y,30,1,P,95,23,95,4,MA,SF,P,0
F112Q2012691,1817,779,N,30,1,P,95,35,95,4,WI,SF,P,0
F112Q2009729,1818,802,Y,0,1,P,80,40,80,4,PA,SF,P,0
F112Q2008062,1819,752,N,0,1,I,75,38,75,5,TX,SF,P,0
F112Q2012440,1820,784,N,0,1,P,79,18,79,4,IN,SF,N,0
F112Q2010379,1821,772,Y,25,1,P,90,37,90,4,WA,SF,P,0
F112Q2008926,1822,812,N,0,1,P,66,43,66,4,VA,PU,C,0
F112Q2012157,1823,788,N,25,1,P,87,22,87,4,MN,SF,N,0
F112Q2010481,1824,792,N,0,1,P,59,27,59,4,MA,SF,C,0
F112Q2012241,1825,806,N,0,1,P,40,34,40,4,CA,SF,C,0
F112Q2008824,1826,764,N,0,1,P,54,48,36,4,AZ,PU,N,0
F112Q2012765,1827,750,N,25,1,P,89,41,89,4,NJ,SF,P,0
F112Q2012913,1828,784,N,0,1,P,72,23,72,4,IL,CO,N,0
F112Q2012422,1829,702,N,0,1,P,80,47,80,4,FL,PU,P,0
F112Q2012001,1830,788,N,0,1,P,75,30,75,4,MD,PU,N,0
F112Q2008873,1831,813,N,0,1,P,70,23,70,4,CA,SF,N,0
F112Q2011541,1832,780,N,0,1,P,60,49,60,4,NH,SF,C,0
F112Q2010113,1833,701,N,12,1,P,82,46,82,4,MA,SF,N,0
F112Q2012525,1834,800,N,0,1,P,78,22,65,4,VA,SF,N,0
F112Q2010910,1835,731,N,0,1,P,56,50,56,4,PA,SF,C,0
F112Q2008385,1836,721,N,0,1,P,68,21,68,4,MA,CO,N,0
F112Q2009351,1837,675,Y,0,1,P,80,24,80,5,KY,SF,P,0
F112Q2011096,1838,769,N,0,1,P,63,26,63,4,MA,SF,N,0
F112Q2010483,1839,780,N,0,1,P,80,43,80,4,UT,PU,P,0
F112Q2009586,1840,777,N,0,1,P,60,38,60,4,CA,SF,N,0
F112Q2008240,1841,812,N,0,1,P,74,20,74,4,IA,SF,N,0
F112Q2011825,1842,739,N,0,1,P,69,46,48,4,OR,SF,N,1
F112Q2008460,1843,809,N,0,1,P,74,18,74,4,MA,SF,N,0
F112Q2012984,1844,792,N,0,1,P,80,43,80,4,VA,SF,C,0
F112Q2012263,1845,791,N,0,1,P,55,20,55,4,DC,SF,N,0
F112Q2008960,1846,721,N,0,1,P,80,19,80,4,NY,SF,P,0
F112Q2008024,1847,735,N,0,1,P,75,21,75,4,IN,SF,N,0
F112Q2009866,1848,765,N,0,1,S,71,36,71,4,WI,MH,N,0
F112Q2012262,1849,784,N,0,1,P,53,15,53,4,NJ,SF,C,0
F112Q2008998,1850,778,N,0,1,P,75,23,75,4,MA,SF,P,0
F112Q2009929,1851,786,N,0,1,P,55,16,55,4,MN,CO,P,0
F112Q2012200,1852,782,N,0,1,P,80,44,80,4,MI,SF,P,0
F112Q2012992,1853,802,N,0,1,P,39,42,39,4,CA,SF,N,0
F112Q2011535,1854,788,N,30,1,P,95,37,95,4,IL,PU,P,0
F112Q2009934,1855,713,N,0,1,P,80,41,80,4,CA,PU,P,0
F112Q2011433,1856,797,N,0,1,P,80,22,80,4,WI,SF,P,0
F112Q2010435,1857,807,Y,0,1,P,80,18,80,4,TN,CO,P,0
F112Q2012322,1858,756,N,0,1,P,75,40,75,5,CA,SF,C,0
F112Q2010506,1859,792,Y,0,1,P,80,27,80,4,AR,SF,P,0
F112Q2011568,1860,779,N,0,1,P,25,11,25,4,CT,SF,N,0
F112Q2008258,1861,693,N,30,1,P,95,44,95,4,WI,SF,P,0
F112Q2008128,1862,713,N,0,1,P,76,28,76,4,PA,SF,C,1
F112Q2012329,1863,776,N,0,1,P,60,28,60,4,CA,SF,N,0
F112Q2010052,1864,770,N,0,1,P,74,42,74,4,RI,SF,N,0
F112Q2012786,1865,682,N,0,1,P,46,31,46,4,OK,PU,N,0
F112Q2008267,1866,717,N,0,1,P,80,33,80,5,MA,SF,N,0
F112Q2012827,1867,755,Y,0,1,P,85,35,80,4,PA,PU,P,0
F112Q2011843,1868,802,N,0,1,P,36,20,36,4,IN,SF,N,0
F112Q2011126,1869,761,Y,30,1,P,95,44,95,4,FL,PU,P,0
F112Q2008034,1870,788,N,0,1,P,80,11,80,4,ND,SF,C,0
F112Q2011725,1871,819,N,0,1,P,75,34,75,4,TX,SF,N,0
F112Q2012093,1872,755,N,0,1,P,64,25,58,4,NC,PU,C,0
F112Q2009442,1873,691,N,0,1,P,79,44,79,4,SC,SF,N,0
F112Q2010019,1874,772,N,0,1,P,68,41,68,4,CA,SF,N,0
F112Q2009904,1875,713,Y,0,1,P,80,28,80,4,NE,PU,P,0
F112Q2008467,1876,778,N,0,1,P,80,38,80,5,CT,SF,P,0
F112Q2012673,1877,816,N,0,1,P,56,32,56,4,VA,SF,N,0
F112Q2008695,1878,765,N,0,3,I,54,24,54,5,MA,SF,N,0
F112Q2011979,1879,798,Y,0,1,P,75,35,75,4,NJ,PU,P,0
F112Q2011139,1880,775,N,0,1,P,80,38,80,4,MI,SF,C,0
F112Q2011526,1881,771,N,0,1,P,56,20,56,4,MA,SF,N,0
F112Q2008165,1882,724,N,0,1,P,66,17,66,4,WV,SF,N,1
F112Q2008994,1883,802,N,0,1,I,75,27,75,4,IL,CO,P,0
F112Q2010715,1884,750,N,0,1,P,60,43,60,4,CT,CO,C,0
F112Q2009941,1885,803,N,0,1,P,79,15,79,4,WI,SF,P,0
F112Q2010813,1886,762,N,30,1,P,95,23,95,4,MO,PU,P,0
F112Q2008538,1887,741,Y,25,1,P,90,30,90,4,FL,PU,P,0
F112Q2012132,1888,795,N,0,1,P,90,30,73,4,MN,SF,N,0
F112Q2011581,1889,710,N,0,1,P,78,45,78,4,IL,SF,N,0
F112Q2010529,1890,780,N,0,1,P,80,31,80,4,NY,SF,P,0
F112Q2010271,1891,733,N,0,1,P,87,28,67,4,ID,SF,N,0
F112Q2011215,1892,711,N,0,1,I,75,45,75,5,FL,PU,P,0
F112Q2009504,1893,748,N,30,1,P,94,21,94,4,KY,SF,P,0
F112Q2012868,1894,783,N,0,1,P,75,39,42,4,KY,SF,N,0
F112Q2009774,1895,781,N,0,1,P,80,32,80,4,MN,SF,N,0
F112Q2011151,1896,794,N,0,1,P,82,29,72,4,IL,CO,N,0
F112Q2012096,1897,754,N,12,1,P,84,35,84,4,IN,PU,N,0
F112Q2011900,1898,791,N,0,1,P,79,41,79,4,IL,SF,N,0
F112Q2009327,1899,802,N,0,1,P,80,25,80,4,WA,PU,N,0
F112Q2008792,1900,796,N,0,2,P,40,31,24,4,MA,SF,C,0
F112Q2011875,1901,733,N,0,1,P,79,43,79,4,MD,SF,N,0
F112Q2012905,1902,761,N,0,1,P,60,29,55,4,IL,SF,N,0
F112Q2009847,1903,739,Y,30,1,P,95,38,95,4,MN,SF,P,0
F112Q2011671,1904,789,N,0,1,S,80,36,80,4,IN,SF,P,0
F112Q2010860,1905,783,N,0,1,P,80,21,80,4,MI,CO,P,0
F112Q2011470,1906,804,N,0,1,P,51,30,49,4,CA,PU,C,0
F112Q2010107,1907,709,N,0,1,P,76,28,76,4,MO,SF,P,0
F112Q2009165,1908,708,Y,25,1,P,90,32,90,5,MA,CO,P,0
F112Q2008348,1909,765,N,0,1,P,67,25,67,4,CA,PU,N,0
F112Q2010315,1910,770,N,0,1,P,80,37,80,4,IN,SF,P,0
F112Q2010644,1911,780,N,0,1,P,65,47,65,4,HI,SF,P,0
F112Q2010370,1912,755,N,0,1,P,72,25,72,4,NC,SF,N,0
F112Q2009900,1913,787,N,0,1,P,66,38,66,4,KY,SF,N,0
F112Q2008272,1914,809,N,0,1,P,45,26,45,4,IL,SF,N,0
F112Q2011842,1915,737,N,30,1,P,95,49,95,4,KS,PU,N,0
F112Q2009268,1916,806,Y,0,1,P,80,15,80,4,OH,SF,P,0
F112Q2011884,1917,816,N,25,1,P,90,11,90,4,WI,SF,P,0
F112Q2011418,1918,735,N,0,1,P,86,13,80,4,KY,SF,N,0
F112Q2008276,1919,799,N,0,1,P,62,43,62,4,VA,CO,C,0
F112Q2012926,1920,808,N,0,1,P,29,44,29,4,CA,SF,N,0
F112Q2010176,1921,794,N,0,1,P,79,44,69,4,IL,SF,N,0
F112Q2012989,1922,773,N,0,1,P,79,31,79,4,VA,PU,N,0
F112Q2011173,1923,780,N,0,1,P,78,46,78,4,OH,PU,C,0
F112Q2012912,1924,779,N,0,1,P,47,45,47,4,IN,PU,C,0
F112Q2009028,1925,801,N,0,1,P,59,27,59,4,KY,PU,N,0
F112Q2012271,1926,710,Y,0,1,P,80,27,80,4,IA,CO,P,0
F112Q2011515,1927,730,N,0,1,P,79,27,79,4,MI,SF,C,0
F112Q2012339,1928,795,N,0,1,P,72,24,72,4,NJ,SF,N,0
F112Q2012734,1929,801,N,0,1,P,80,37,80,4,CA,SF,P,0
F112Q2010704,1930,817,N,0,1,P,33,19,33,4,VA,PU,P,0
F112Q2009174,1931,808,N,0,1,P,71,33,71,4,ND,SF,P,0
F112Q2011936,1932,771,Y,25,1,P,90,30,90,4,CT,SF,P,0
F112Q2008142,1933,805,N,0,1,P,90,40,80,4,MA,SF,N,1
F112Q2011349,1934,755,N,25,1,P,90,15,90,4,OH,SF,N,0
F112Q2011336,1935,773,N,0,1,P,89,3,80,4,IL,SF,P,0
F112Q2009924,1936,801,N,0,1,P,80,50,80,4,WA,SF,P,0
F112Q2008747,1937,728,N,0,1,I,66,40,66,4,NJ,SF,N,0
F112Q2011818,1938,777,N,0,1,S,80,50,80,4,NY,SF,P,0
F112Q2010592,1939,709,Y,0,1,P,80,40,80,4,MO,PU,P,0
F112Q2011762,1940,756,N,12,1,P,84,45,84,4,VA,PU,N,0
F112Q2009678,1941,811,N,0,1,P,38,29,38,4,CA,SF,C,1
F112Q2009464,1942,684,N,0,1,P,47,26,47,4,MN,SF,N,0
F112Q2011822,1943,720,N,0,1,P,50,23,50,4,CA,SF,C,0
F112Q2010322,1944,776,N,0,1,P,80,44,80,4,SC,SF,N,0
F112Q2010202,1945,746,N,0,1,P,72,28,72,4,ID,SF,N,0
F112Q2010465,1946,712,N,0,1,P,70,45,70,4,MO,SF,N,0
F112Q2012010,1947,774,N,0,1,P,28,45,28,4,CA,SF,C,0
F112Q2012591,1948,777,Y,30,1,P,95,43,95,4,WI,SF,P,0
F112Q2009653,1949,807,N,0,1,P,68,24,68,4,NE,SF,N,0
F112Q2008302,1950,790,N,0,1,P,61,43,61,4,IL,SF,N,0
F112Q2012380,1951,777,N,0,1,P,86,28,69,4,KY,SF,N,0
F112Q2011318,1952,760,Y,0,1,P,78,30,78,4,VA,SF,P,0
F112Q2012303,1953,752,N,0,1,P,62,21,62,4,CA,SF,N,0
F112Q2009963,1954,788,N,30,1,P,95,17,95,4,MO,PU,N,0
F112Q2008918,1955,727,N,30,1,P,95,42,95,4,WA,SF,P,0
F112Q2012813,1956,782,N,0,1,I,75,41,75,5,TX,SF,C,0
F112Q2008167,1957,766,N,0,1,P,87,45,58,4,VA,CO,N,1
F112Q2010443,1958,764,N,0,1,P,68,40,68,4,IL,SF,C,1
F112Q2010043,1959,811,N,0,1,P,80,36,80,4,CA,SF,P,0
F112Q2011340,1960,779,N,0,1,P,55,19,55,4,NY,SF,C,0
F112Q2008442,1961,738,N,0,1,S,80,31,80,5,VT,MH,P,0
F112Q2008614,1962,795,N,0,1,P,56,25,56,4,UT,SF,N,0
F112Q2009614,1963,798,N,0,1,I,56,30,56,5,NC,SF,C,0
F112Q2010428,1964,708,N,25,1,P,90,14,90,4,KS,SF,P,0
F112Q2008105,1965,734,N,0,1,P,80,40,80,4,NJ,SF,P,0
F112Q2012377,1966,793,N,0,1,P,50,15,25,4,FL,SF,C,0
F112Q2008143,1967,794,N,0,1,P,67,13,67,4,WI,SF,P,1
F112Q2008416,1968,811,N,0,1,P,60,25,60,4,NY,SF,C,0
F112Q2011764,1969,731,N,0,1,S,41,40,41,4,NJ,SF,N,0
F112Q2012655,1970,793,N,0,1,P,58,47,58,4,IL,CO,P,0
F112Q2009516,1971,741,N,0,1,P,85,38,78,4,MA,SF,P,0
F112Q2010103,1972,718,N,12,1,P,85,26,85,4,IN,SF,N,0
F112Q2009942,1973,774,N,0,1,S,75,34,75,4,CO,SF,C,0
F112Q2008925,1974,739,N,0,1,P,45,36,45,4,VA,SF,C,0
F112Q2012447,1975,759,N,0,1,P,75,38,75,4,NY,SF,C,0
F112Q2010604,1976,708,N,0,1,I,80,43,80,4,UT,SF,P,0
F112Q2010914,1977,788,Y,0,1,P,80,28,80,4,MI,CO,P,0
F112Q2009241,1978,751,N,0,1,P,77,36,77,4,WI,SF,N,0
F112Q2008588,1979,720,N,0,1,P,65,46,65,4,CA,SF,C,0
F112Q2009454,1980,720,N,0,1,P,80,45,80,4,MD,SF,N,0
F112Q2011264,1981,783,N,0,1,P,73,10,73,4,KY,SF,P,0
F112Q2009536,1982,741,N,0,1,P,76,43,76,4,MA,SF,N,0
F112Q2011246,1983,813,N,0,1,P,80,27,80,4,WI,SF,N,0
F112Q2012309,1984,788,N,0,1,P,62,26,62,4,CA,PU,N,1
F112Q2008995,1985,767,N,0,1,P,37,48,37,4,CA,SF,C,0
F112Q2009144,1986,802,Y,0,1,P,80,24,80,4,OH,SF,P,0
F112Q2010957,1987,786,N,0,1,P,80,19,80,4,SD,SF,N,0
F112Q2010452,1988,762,N,0,1,P,64,29,64,4,VA,SF,N,0
F112Q2008724,1989,718,Y,0,1,P,80,25,80,4,TX,SF,P,0
F112Q2010940,1990,758,N,0,1,P,77,35,77,4,IN,SF,N,0
F112Q2009361,1991,705,N,0,1,P,80,35,80,4,KY,SF,N,0
F112Q2009383,1992,791,N,12,1,P,85,24,85,4,IL,CO,N,0
F112Q2012140,1993,796,N,0,1,P,67,35,67,4,CA,PU,P,0
F112Q2011855,1994,802,N,25,1,P,90,41,90,4,FL,SF,P,0
F112Q2008989,1995,686,N,0,1,P,80,35,80,4,CA,SF,P,0
F112Q2010835,1996,801,N,0,1,P,80,33,80,4,TX,SF,P,0
F112Q2012022,1997,794,N,0,1,P,78,22,78,4,IL,SF,N,0
F112Q2009669,1998,795,N,0,1,P,80,45,80,5,CA,SF,C,0
F112Q2010863,1999,712,N,0,1,P,80,20,80,4,CA,SF,N,0
F112Q2012711,2000,712,N,0,1,P,80,18,80,4,FL,SF,C,0
F112Q2010851,2001,665,Y,0,1,P,70,40,70,4,CA,SF,P,0
F112Q2012738,2002,792,N,0,1,P,63,18,63,4,OH,PU,N,0
F112Q2011837,2003,691,N,0,1,P,66,17,66,4,MN,SF,C,0
F112Q2012237,2004,750,N,0,1,P,65,29,65,4,MA,SF,N,0
F112Q2008559,2005,775,N,0,2,P,75,17,75,4,OH,SF,N,0
F112Q2012936,2006,809,N,0,1,P,50,26,50,4,PA,SF,C,0
F112Q2011261,2007,796,N,30,1,P,95,37,95,4,IL,SF,N,0
F112Q2008243,2008,741,Y,30,1,P,95,22,95,4,WA,PU,P,0
F112Q2008411,2009,780,N,0,1,P,80,48,80,4,WA,PU,P,0
F112Q2008852,2010,682,N,0,1,S,66,40,66,4,TX,PU,C,0
F112Q2008435,2011,791,N,25,1,P,90,18,90,4,MD,SF,N,0
F112Q2010006,2012,732,N,0,1,P,80,27,80,4,TN,PU,C,0
F112Q2010556,2013,812,N,0,1,P,21,36,21,4,NJ,SF,C,0
F112Q2011367,2014,766,N,0,1,P,58,29,58,4,NY,SF,C,0
F112Q2010990,2015,766,Y,30,1,P,95,31,95,4,MI,SF,P,0
F112Q2009132,2016,640,N,0,1,P,47,34,47,4,MA,SF,C,0
F112Q2009994,2017,796,N,0,1,P,70,23,70,4,CA,SF,C,0
F112Q2009128,2018,813,N,0,1,P,73,31,73,4,CT,SF,N,0
F112Q2009441,2019,782,N,0,1,P,78,36,78,4,KY,SF,N,0
F112Q2011057,2020,758,N,0,1,P,78,21,78,4,MI,SF,P,0
F112Q2012047,2021,776,N,25,1,P,90,34,90,4,CA,SF,N,0
F112Q2008295,2022,817,N,0,1,S,59,42,59,4,ME,SF,N,0
F112Q2008506,2023,713,N,30,1,P,95,35,95,4,VA,PU,P,0
F112Q2012390,2024,767,N,0,1,P,71,33,71,4,CA,SF,N,0
F112Q2009143,2025,774,N,0,1,P,80,33,80,4,MA,SF,N,0
F112Q2012649,2026,816,N,0,1,P,73,17,73,4,KY,CO,N,0
F112Q2010651,2027,739,N,0,1,I,75,44,75,5,NY,SF,P,0
F112Q2011528,2028,761,Y,25,1,P,90,34,90,4,AZ,PU,P,0
F112Q2012304,2029,762,N,0,1,P,75,42,75,4,CA,SF,C,0
F112Q2009805,2030,623,Y,0,1,P,80,10,80,5,TX,PU,P,0
F112Q2011050,2031,800,N,0,1,P,85,37,68,4,IN,SF,N,0
F112Q2008448,2032,783,N,0,1,P,80,38,80,4,MA,SF,C,0
F112Q2009798,2033,796,N,0,1,P,77,45,77,4,CT,SF,N,0
F112Q2012999,2034,794,N,0,1,P,89,37,68,4,OR,PU,N,0
F112Q2011864,2035,719,N,0,1,P,61,30,61,4,NY,SF,N,0
F112Q2010831,2036,780,N,0,1,P,80,45,80,4,MA,SF,C,0
F112Q2010393,2037,804,N,0,1,P,67,35,67,4,VA,SF,N,0
F112Q2011925,2038,722,Y,30,1,P,95,46,95,4,ME,SF,P,0
F112Q2010977,2039,796,N,0,1,P,78,22,78,4,IN,PU,N,0
F112Q2009184,2040,797,N,0,1,P,80,22,80,4,WI,SF,C,0
F112Q2010462,2041,736,N,25,1,P,90,30,90,4,MI,SF,N,0
F112Q2010530,2042,676,N,12,1,P,85,24,85,4,NY,SF,P,0
F112Q2011824,2043,721,Y,0,1,P,80,34,80,4,CA,SF,P,0
F112Q2011271,2044,790,N,0,1,P,80,23,80,4,IN,SF,P,0
F112Q2012410,2045,805,N,0,1,P,28,23,28,4,CO,SF,N,0
F112Q2010388,2046,794,Y,30,1,P,95,31,95,4,MO,SF,P,0
F112Q2008377,2047,778,N,0,1,P,80,44,80,4,UT,PU,P,0
F112Q2012122,2048,781,N,0,1,P,80,30,80,4,VA,PU,N,0
F112Q2009897,2049,795,N,0,1,P,65,46,49,4,MO,SF,N,0
F112Q2009329,2050,772,N,25,1,P,90,27,90,4,OH,SF,N,0
F112Q2010502,2051,766,N,0,1,S,67,38,67,4,MI,SF,N,0
F112Q2008261,2052,809,N,0,1,P,80,37,80,4,NY,SF,C,0
F112Q2012725,2053,764,N,30,1,P,93,35,93,4,NY,SF,N,0
F112Q2008517,2054,770,N,0,1,P,43,42,43,4,CT,SF,C,0
F112Q2009840,2055,782,N,0,1,P,80,48,80,4,MN,SF,P,0
F112Q2009506,2056,795,N,0,1,P,80,23,80,4,LA,SF,P,0
F112Q2010037,2057,805,N,0,1,P,51,17,51,4,CA,SF,N,0
F112Q2010823,2058,775,N,0,1,P,72,17,72,4,MD,PU,N,0
F112Q2011637,2059,820,N,0,1,P,54,16,54,4,NC,CO,N,0
F112Q2011476,2060,784,Y,0,1,P,80,24,80,4,OH,PU,P,0
F112Q2009272,2061,802,N,0,1,S,80,38,80,4,NH,CO,P,0
F112Q2008822,2062,799,N,0,1,P,60,39,60,4,CA,SF,N,0
F112Q2009659,2063,780,N,0,1,I,75,40,75,5,CA,SF,P,0
F112Q2008551,2064,792,N,0,1,P,70,25,70,4,LA,SF,P,0
F112Q2011673,2065,777,N,0,1,P,70,38,70,4,MN,SF,C,0
F112Q2010220,2066,791,N,0,1,P,67,30,67,4,KS,SF,C,0
F112Q2012511,2067,766,N,25,1,P,90,25,90,4,OH,SF,P,0
F112Q2010601,2068,791,N,0,1,S,80,23,80,4,NH,PU,P,0
F112Q2009612,2069,724,Y,30,1,P,95,28,95,4,CA,PU,P,0
F112Q2012849,2070,739,N,0,4,I,75,21,75,5,ID,SF,P,0
F112Q2010022,2071,747,Y,30,1,P,92,31,92,4,KS,SF,P,0
F112Q2010057,2072,810,N,0,1,P,58,21,58,4,CA,CO,N,0
F112Q2010151,2073,726,N,0,1,P,87,45,77,4,TX,PU,N,0
F112Q2008927,2074,781,N,0,1,P,73,41,73,4,MD,SF,N,0
F112Q2011912,2075,800,N,0,1,P,43,17,43,4,CA,PU,N,0
F112Q2009362,2076,807,Y,0,1,P,80,35,80,4,CT,SF,P,0
F112Q2008017,2077,796,N,0,1,P,80,50,80,4,MN,SF,P,0
F112Q2010097,2078,765,N,30,1,P,95,39,95,4,NY,SF,N,0
F112Q2011413,2079,799,N,0,1,P,28,13,28,4,NV,PU,P,0
F112Q2008421,2080,749,Y,25,1,P,90,35,90,4,MA,SF,P,0
F112Q2011716,2081,786,N,0,1,P,76,41,76,4,CA,SF,N,0
F112Q2012406,2082,787,N,0,1,P,67,30,67,4,MA,SF,N,0
F112Q2012684,2083,748,N,0,1,P,72,20,72,4,CA,PU,P,0
F112Q2008732,2084,795,N,0,1,P,39,27,39,4,NJ,PU,P,0
F112Q2008502,2085,793,N,30,1,P,95,43,95,4,NY,SF,P,0
F112Q2010806,2086,810,N,0,1,P,80,16,80,4,MI,SF,P,0
F112Q2009324,2087,760,N,0,1,P,53,37,53,4,MA,SF,N,0
F112Q2011970,2088,755,N,0,1,P,73,31,73,4,IL,SF,N,0
F112Q2008738,2089,803,N,0,1,P,90,34,80,4,CO,PU,P,0
F112Q2008861,2090,716,Y,30,1,P,95,38,95,5,IL,CO,P,0
F112Q2012407,2091,780,N,0,1,I,75,48,75,4,WA,SF,P,0
F112Q2009487,2092,692,N,0,1,P,72,28,72,4,MA,SF,N,0
F112Q2011203,2093,791,N,0,1,I,75,39,75,5,NC,SF,N,0
F112Q2011942,2094,774,N,0,1,P,71,29,71,4,MA,SF,N,0
F112Q2010669,2095,700,N,0,1,S,55,48,55,4,MT,SF,N,0
F112Q2010609,2096,741,N,0,1,P,57,43,57,4,MT,SF,C,0
F112Q2009618,2097,795,N,0,1,S,79,20,79,4,MA,SF,N,0
F112Q2012724,2098,803,N,0,1,P,60,26,60,4,MA,SF,N,0
F112Q2009122,2099,791,N,0,1,P,66,50,66,4,MA,SF,N,0
F112Q2012889,2100,785,N,0,1,P,76,43,76,4,TX,PU,N,0
F112Q2008056,2101,740,N,30,1,P,95,34,95,4,SC,SF,P,0
F112Q2009029,2102,766,N,12,1,P,83,37,83,4,IL,SF,N,0
F112Q2008388,2103,708,N,0,1,P,74,39,74,4,AK,SF,N,0
F112Q2010912,2104,706,N,12,1,P,84,44,84,4,IL,SF,N,0
F112Q2011088,2105,759,N,0,1,S,72,18,72,4,GA,SF,N,0
F112Q2010761,2106,672,N,0,1,P,37,35,37,4,OH,SF,N,0
F112Q2010919,2107,796,N,0,1,P,80,33,80,4,MI,SF,P,0
F112Q2009919,2108,746,N,0,1,P,74,43,74,4,SC,SF,N,0
F112Q2011465,2109,715,N,0,1,P,66,34,66,4,MI,SF,N,0
F112Q2011444,2110,746,Y,0,1,P,80,22,80,4,CA,SF,P,0
F112Q2009146,2111,783,N,0,1,P,80,43,80,4,IL,SF,P,0
F112Q2009565,2112,687,N,0,2,I,70,43,70,5,CT,SF,C,1
F112Q2012162,2113,680,N,0,1,S,80,19,80,4,MA,SF,P,0
F112Q2012195,2114,801,N,0,1,P,70,38,70,4,CA,SF,N,0
F112Q2012292,2115,774,N,0,1,P,80,44,80,4,CA,SF,N,0
F112Q2008309,2116,804,N,0,1,P,78,50,78,4,IL,SF,N,0
F112Q2010619,2117,763,N,0,1,S,61,47,61,4,CA,SF,P,0
F112Q2009991,2118,784,N,25,1,P,90,24,90,4,CA,CO,P,0
F112Q2008896,2119,769,N,0,1,P,58,25,58,4,CA,SF,N,0
F112Q2012155,2120,789,N,0,1,P,80,19,80,4,MN,PU,N,0
F112Q2009813,2121,789,N,0,1,P,80,29,80,4,ND,SF,P,0
F112Q2010414,2122,792,Y,25,1,P,90,33,90,5,VA,SF,P,0
F112Q2008470,2123,764,N,0,1,P,62,46,62,4,MA,SF,N,0
F112Q2010585,2124,714,N,0,1,I,75,40,75,5,FL,SF,P,0
F112Q2011422,2125,808,N,0,1,P,80,43,80,4,CA,SF,P,0
F112Q2011826,2126,759,Y,30,1,P,95,45,95,4,CA,PU,P,0
F112Q2011997,2127,758,N,0,1,P,59,29,59,4,CT,SF,C,0
F112Q2012335,2128,807,N,0,1,P,80,34,80,4,CA,PU,P,0
F112Q2008617,2129,713,N,30,1,P,95,33,95,4,OH,SF,P,0
F112Q2009397,2130,811,N,0,1,P,45,9,45,4,MI,SF,N,0
F112Q2010876,2131,733,N,0,1,P,71,22,71,4,IN,SF,C,0
F112Q2010235,2132,680,N,30,1,P,95,44,95,5,MI,SF,P,1
F112Q2008341,2133,781,N,0,2,P,67,50,67,4,CO,SF,N,0
F112Q2011691,2134,755,N,0,1,P,79,36,79,4,MO,PU,N,0
F112Q2011434,2135,772,N,0,1,P,80,14,80,4,WI,SF,P,0
F112Q2011922,2136,822,N,0,1,P,71,34,71,4,NY,SF,N,0
F112Q2010928,2137,773,N,0,1,P,89,8,79,4,MI,CO,N,0
F112Q2009030,2138,778,N,0,1,P,30,17,30,4,DC,SF,C,0
F112Q2011755,2139,801,N,0,1,P,44,20,44,4,FL,SF,P,0
F112Q2012032,2140,762,N,0,1,P,80,22,80,4,WI,SF,N,0
F112Q2012468,2141,813,N,0,1,P,59,27,59,4,MI,SF,P,0
F112Q2008943,2142,804,N,0,1,P,80,43,80,4,MI,SF,N,0
F112Q2008220,2143,735,N,0,1,P,80,31,80,4,OK,PU,P,0
F112Q2011668,2144,813,N,30,1,P,95,32,95,4,IN,SF,P,0
F112Q2008019,2145,776,N,0,1,P,61,16,61,4,MO,SF,P,0
F112Q2012784,2146,792,N,0,1,P,42,18,42,4,CA,CO,N,0
F112Q2010205,2147,703,N,0,1,P,74,39,74,4,IN,SF,N,0
F112Q2011800,2148,808,N,12,1,P,85,20,85,4,MD,SF,N,0
